Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_5_105,VPWR,li1,55.2000,24.4800,1.800000
FILLER_5_93,VPWR,li1,51.0600,24.4800,1.800000
FILLER_5_81,VPWR,li1,45.5400,24.4800,1.800000
FILLER_5_69,VPWR,li1,40.0200,24.4800,1.800000
FILLER_5_57,VPWR,li1,34.5000,24.4800,1.800000
FILLER_5_55,VPWR,li1,31.0500,24.4800,1.800000
FILLER_5_51,VPWR,li1,29.9000,24.4800,1.800000
FILLER_5_39,VPWR,li1,26.2200,24.4800,1.800000
FILLER_5_27,VPWR,li1,20.7000,24.4800,1.800000
FILLER_5_15,VPWR,li1,15.1800,24.4800,1.800000
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.800000
FILLER_4_189,VPWR,li1,92.6900,24.4800,1.800000
FILLER_4_177,VPWR,li1,89.7000,24.4800,1.800000
FILLER_4_165,VPWR,li1,84.1800,24.4800,1.800000
FILLER_4_153,VPWR,li1,78.6600,24.4800,1.800000
FILLER_4_141,VPWR,li1,73.1400,24.4800,1.800000
FILLER_4_139,VPWR,li1,69.6900,24.4800,1.800000
FILLER_4_133,VPWR,li1,68.0800,24.4800,1.800000
FILLER_4_121,VPWR,li1,63.9400,24.4800,1.800000
FILLER_4_109,VPWR,li1,58.4200,24.4800,1.800000
FILLER_4_97,VPWR,li1,52.9000,24.4800,1.800000
FILLER_4_85,VPWR,li1,47.3800,24.4800,1.800000
FILLER_4_83,VPWR,li1,43.9300,24.4800,1.800000
FILLER_4_77,VPWR,li1,42.3200,24.4800,1.800000
FILLER_4_65,VPWR,li1,38.1800,24.4800,1.800000
FILLER_4_53,VPWR,li1,32.6600,24.4800,1.800000
FILLER_4_41,VPWR,li1,27.1400,24.4800,1.800000
FILLER_4_29,VPWR,li1,21.6200,24.4800,1.800000
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.800000
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.800000
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.800000
FILLER_3_189,VPWR,li1,92.6900,19.0400,1.800000
FILLER_3_181,VPWR,li1,90.6200,19.0400,1.800000
FILLER_3_169,VPWR,li1,86.0200,19.0400,1.800000
FILLER_3_167,VPWR,li1,82.5700,19.0400,1.800000
FILLER_3_161,VPWR,li1,80.9600,19.0400,1.800000
FILLER_3_149,VPWR,li1,76.8200,19.0400,1.800000
FILLER_3_137,VPWR,li1,71.3000,19.0400,1.800000
FILLER_3_125,VPWR,li1,65.7800,19.0400,1.800000
FILLER_3_113,VPWR,li1,60.2600,19.0400,1.800000
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.800000
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.800000
FILLER_3_93,VPWR,li1,51.0600,19.0400,1.800000
FILLER_3_81,VPWR,li1,45.5400,19.0400,1.800000
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.800000
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.800000
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.800000
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.800000
FILLER_3_39,VPWR,li1,26.2200,19.0400,1.800000
FILLER_3_27,VPWR,li1,20.7000,19.0400,1.800000
FILLER_3_15,VPWR,li1,15.1800,19.0400,1.800000
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_2_189,VPWR,li1,92.6900,19.0400,1.800000
FILLER_2_177,VPWR,li1,89.7000,19.0400,1.800000
FILLER_2_165,VPWR,li1,84.1800,19.0400,1.800000
FILLER_2_153,VPWR,li1,78.6600,19.0400,1.800000
FILLER_2_141,VPWR,li1,73.1400,19.0400,1.800000
FILLER_2_139,VPWR,li1,69.6900,19.0400,1.800000
FILLER_2_133,VPWR,li1,68.0800,19.0400,1.800000
FILLER_2_121,VPWR,li1,63.9400,19.0400,1.800000
FILLER_2_109,VPWR,li1,58.4200,19.0400,1.800000
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.800000
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.800000
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.800000
FILLER_2_77,VPWR,li1,42.3200,19.0400,1.800000
FILLER_2_65,VPWR,li1,38.1800,19.0400,1.800000
FILLER_2_53,VPWR,li1,32.6600,19.0400,1.800000
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.800000
FILLER_2_29,VPWR,li1,21.6200,19.0400,1.800000
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.800000
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.800000
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_1_189,VPWR,li1,92.6900,13.6000,1.799966
FILLER_1_181,VPWR,li1,90.6200,13.6000,1.799966
FILLER_1_169,VPWR,li1,86.0200,13.6000,1.799966
FILLER_1_167,VPWR,li1,82.5700,13.6000,1.799966
FILLER_1_161,VPWR,li1,80.9600,13.6000,1.799966
FILLER_1_149,VPWR,li1,76.8200,13.6000,1.799966
FILLER_1_137,VPWR,li1,71.3000,13.6000,1.799966
FILLER_1_125,VPWR,li1,65.7800,13.6000,1.799966
FILLER_1_113,VPWR,li1,60.2600,13.6000,1.799966
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.799966
FILLER_1_105,VPWR,li1,55.2000,13.6000,1.799966
FILLER_1_93,VPWR,li1,51.0600,13.6000,1.799966
FILLER_1_81,VPWR,li1,45.5400,13.6000,1.799966
FILLER_1_69,VPWR,li1,40.0200,13.6000,1.799966
FILLER_1_57,VPWR,li1,34.5000,13.6000,1.799972
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799977
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.799977
FILLER_1_39,VPWR,li1,26.2200,13.6000,1.799982
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.799988
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.799988
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799988
FILLER_0_189,VPWR,li1,92.6900,13.6000,1.799966
FILLER_0_181,VPWR,li1,90.6200,13.6000,1.799966
FILLER_0_169,VPWR,li1,86.0200,13.6000,1.799966
FILLER_0_165,VPWR,li1,82.1100,13.6000,1.799966
FILLER_0_153,VPWR,li1,78.6600,13.6000,1.799966
FILLER_0_141,VPWR,li1,73.1400,13.6000,1.799966
FILLER_0_137,VPWR,li1,69.2300,13.6000,1.799966
FILLER_0_125,VPWR,li1,65.7800,13.6000,1.799966
FILLER_0_113,VPWR,li1,60.2600,13.6000,1.799966
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799966
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.799966
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.799966
FILLER_0_83,VPWR,li1,43.9300,13.6000,1.799966
FILLER_0_77,VPWR,li1,41.6300,13.6000,1.799966
FILLER_0_65,VPWR,li1,37.2600,13.6000,1.799969
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799974
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.799977
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.799982
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.799988
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799988
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799988
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799988
hold7,VPWR,li1,46.4600,35.3600,1.799911
hold6,VPWR,li1,47.3800,40.8000,1.799800
hold5,VPWR,li1,46.4600,62.5600,1.799906
hold4,VPWR,li1,37.2600,40.8000,1.799839
hold3,VPWR,li1,30.8200,46.2400,1.799991
hold2,VPWR,li1,72.2200,57.1200,1.799873
hold1,VPWR,li1,72.2200,40.8000,1.799758
clkbuf_1_1__f_clk,VPWR,li1,64.8600,51.6800,1.799481
clkbuf_1_0__f_clk,VPWR,li1,39.5600,51.6800,1.799654
clkbuf_0_clk,VPWR,li1,52.4400,51.6800,1.799544
output11,VPWR,li1,92.0000,40.8000,1.799758
output10,VPWR,li1,92.0000,35.3600,1.799862
output9,VPWR,li1,92.0000,51.6800,1.799449
output8,VPWR,li1,92.0000,68.0000,1.799920
output7,VPWR,li1,62.5600,84.3200,1.799950
output6,VPWR,li1,7.8200,62.5600,1.799950
output5,VPWR,li1,7.8200,51.6800,1.799859
output4,VPWR,li1,7.8200,40.8000,1.799913
output3,VPWR,li1,40.0200,13.6000,1.799966
input2,VPWR,li1,34.0400,13.6000,1.799972
input1,VPWR,li1,43.0100,13.6000,1.799966
TAP_TAPCELL_ROW_27_145,VPWR,li1,83.0300,84.6260,1.799950
TAP_TAPCELL_ROW_27_144,VPWR,li1,70.1500,84.6260,1.799950
TAP_TAPCELL_ROW_27_143,VPWR,li1,57.2700,84.6260,1.799955
TAP_TAPCELL_ROW_27_142,VPWR,li1,44.3900,84.6260,1.799967
TAP_TAPCELL_ROW_27_141,VPWR,li1,31.5100,84.6260,1.799981
TAP_TAPCELL_ROW_27_140,VPWR,li1,18.6300,84.6260,1.799990
TAP_TAPCELL_ROW_26_139,VPWR,li1,70.1500,84.0130,1.799950
TAP_TAPCELL_ROW_26_138,VPWR,li1,44.3900,84.0130,1.799967
TAP_TAPCELL_ROW_26_137,VPWR,li1,18.6300,84.0130,1.799990
TAP_TAPCELL_ROW_25_136,VPWR,li1,83.0300,79.1860,1.800000
TAP_TAPCELL_ROW_25_135,VPWR,li1,57.2700,79.1860,1.800000
TAP_TAPCELL_ROW_25_134,VPWR,li1,31.5100,79.1860,1.800000
TAP_TAPCELL_ROW_24_133,VPWR,li1,70.1500,78.5730,1.800000
TAP_TAPCELL_ROW_24_132,VPWR,li1,44.3900,78.5730,1.800000
TAP_TAPCELL_ROW_24_131,VPWR,li1,18.6300,78.5730,1.800000
TAP_TAPCELL_ROW_23_130,VPWR,li1,83.0300,73.7460,1.800000
TAP_TAPCELL_ROW_23_129,VPWR,li1,57.2700,73.7460,1.800000
TAP_TAPCELL_ROW_23_128,VPWR,li1,31.5100,73.7460,1.800000
TAP_TAPCELL_ROW_22_127,VPWR,li1,70.1500,73.1330,1.800000
TAP_TAPCELL_ROW_22_126,VPWR,li1,44.3900,73.1330,1.800000
TAP_TAPCELL_ROW_22_125,VPWR,li1,18.6300,73.1330,1.800000
TAP_TAPCELL_ROW_21_124,VPWR,li1,83.0300,68.3060,1.799928
TAP_TAPCELL_ROW_21_123,VPWR,li1,57.2700,68.3060,1.799953
TAP_TAPCELL_ROW_21_122,VPWR,li1,31.5100,68.3060,1.799981
TAP_TAPCELL_ROW_20_121,VPWR,li1,70.1500,67.6930,1.799941
TAP_TAPCELL_ROW_20_120,VPWR,li1,44.3900,67.6930,1.799966
TAP_TAPCELL_ROW_20_119,VPWR,li1,18.6300,67.6930,1.799990
TAP_TAPCELL_ROW_19_118,VPWR,li1,83.0300,62.8660,1.799884
TAP_TAPCELL_ROW_19_117,VPWR,li1,57.2700,62.8660,1.799889
TAP_TAPCELL_ROW_19_116,VPWR,li1,31.5100,62.8660,1.799941
TAP_TAPCELL_ROW_18_115,VPWR,li1,70.1500,62.2530,1.799884
TAP_TAPCELL_ROW_18_114,VPWR,li1,44.3900,62.2530,1.799910
TAP_TAPCELL_ROW_18_113,VPWR,li1,18.6300,62.2530,1.799960
TAP_TAPCELL_ROW_17_112,VPWR,li1,83.0300,57.4260,1.799873
TAP_TAPCELL_ROW_17_111,VPWR,li1,57.2700,57.4260,1.799882
TAP_TAPCELL_ROW_17_110,VPWR,li1,31.5100,57.4260,1.799922
TAP_TAPCELL_ROW_16_109,VPWR,li1,70.1500,56.8130,1.799874
TAP_TAPCELL_ROW_16_108,VPWR,li1,44.3900,56.8130,1.799893
TAP_TAPCELL_ROW_16_107,VPWR,li1,18.6300,56.8130,1.799957
TAP_TAPCELL_ROW_15_106,VPWR,li1,83.0300,51.9860,1.799457
TAP_TAPCELL_ROW_15_105,VPWR,li1,57.2700,51.9860,1.799519
TAP_TAPCELL_ROW_15_104,VPWR,li1,31.5100,51.9860,1.799767
TAP_TAPCELL_ROW_14_103,VPWR,li1,70.1500,51.3730,1.799471
TAP_TAPCELL_ROW_14_102,VPWR,li1,44.3900,51.3730,1.799613
TAP_TAPCELL_ROW_14_101,VPWR,li1,18.6300,51.3730,1.799871
TAP_TAPCELL_ROW_13_100,VPWR,li1,83.0300,46.5460,1.799991
TAP_TAPCELL_ROW_13_99,VPWR,li1,57.2700,46.5460,1.799991
TAP_TAPCELL_ROW_13_98,VPWR,li1,31.5100,46.5460,1.799991
TAP_TAPCELL_ROW_12_97,VPWR,li1,70.1500,45.9330,1.799991
TAP_TAPCELL_ROW_12_96,VPWR,li1,44.3900,45.9330,1.799991
TAP_TAPCELL_ROW_12_95,VPWR,li1,18.6300,45.9330,1.799996
TAP_TAPCELL_ROW_11_94,VPWR,li1,83.0300,41.1060,1.799758
TAP_TAPCELL_ROW_11_93,VPWR,li1,57.2700,41.1060,1.799778
TAP_TAPCELL_ROW_11_92,VPWR,li1,31.5100,41.1060,1.799865
TAP_TAPCELL_ROW_10_91,VPWR,li1,70.1500,40.4930,1.799760
TAP_TAPCELL_ROW_10_90,VPWR,li1,44.3900,40.4930,1.799809
TAP_TAPCELL_ROW_10_89,VPWR,li1,18.6300,40.4930,1.799924
TAP_TAPCELL_ROW_9_88,VPWR,li1,83.0300,35.6660,1.799872
TAP_TAPCELL_ROW_9_87,VPWR,li1,57.2700,35.6660,1.799898
TAP_TAPCELL_ROW_9_86,VPWR,li1,31.5100,35.6660,1.799946
TAP_TAPCELL_ROW_8_85,VPWR,li1,70.1500,35.0530,1.799884
TAP_TAPCELL_ROW_8_84,VPWR,li1,44.3900,35.0530,1.799914
TAP_TAPCELL_ROW_8_83,VPWR,li1,18.6300,35.0530,1.799972
TAP_TAPCELL_ROW_7_82,VPWR,li1,83.0300,30.2260,1.800000
TAP_TAPCELL_ROW_7_81,VPWR,li1,57.2700,30.2260,1.800000
TAP_TAPCELL_ROW_7_80,VPWR,li1,31.5100,30.2260,1.800000
TAP_TAPCELL_ROW_6_79,VPWR,li1,70.1500,29.6130,1.800000
TAP_TAPCELL_ROW_6_78,VPWR,li1,44.3900,29.6130,1.800000
TAP_TAPCELL_ROW_6_77,VPWR,li1,18.6300,29.6130,1.800000
TAP_TAPCELL_ROW_5_76,VPWR,li1,83.0300,24.7860,1.800000
TAP_TAPCELL_ROW_5_75,VPWR,li1,57.2700,24.7860,1.800000
TAP_TAPCELL_ROW_5_74,VPWR,li1,31.5100,24.7860,1.800000
TAP_TAPCELL_ROW_4_73,VPWR,li1,70.1500,24.1730,1.800000
TAP_TAPCELL_ROW_4_72,VPWR,li1,44.3900,24.1730,1.800000
TAP_TAPCELL_ROW_4_71,VPWR,li1,18.6300,24.1730,1.800000
TAP_TAPCELL_ROW_3_70,VPWR,li1,83.0300,19.3460,1.800000
TAP_TAPCELL_ROW_3_69,VPWR,li1,57.2700,19.3460,1.800000
TAP_TAPCELL_ROW_3_68,VPWR,li1,31.5100,19.3460,1.800000
TAP_TAPCELL_ROW_2_67,VPWR,li1,70.1500,18.7330,1.800000
TAP_TAPCELL_ROW_2_66,VPWR,li1,44.3900,18.7330,1.800000
TAP_TAPCELL_ROW_2_65,VPWR,li1,18.6300,18.7330,1.800000
TAP_TAPCELL_ROW_1_64,VPWR,li1,83.0300,13.9060,1.799966
TAP_TAPCELL_ROW_1_63,VPWR,li1,57.2700,13.9060,1.799966
TAP_TAPCELL_ROW_1_62,VPWR,li1,31.5100,13.9060,1.799977
TAP_TAPCELL_ROW_0_61,VPWR,li1,83.0300,13.2930,1.799966
TAP_TAPCELL_ROW_0_60,VPWR,li1,70.1500,13.2930,1.799966
TAP_TAPCELL_ROW_0_59,VPWR,li1,57.2700,13.2930,1.799966
TAP_TAPCELL_ROW_0_58,VPWR,li1,44.3900,13.2930,1.799966
TAP_TAPCELL_ROW_0_57,VPWR,li1,31.5100,13.2930,1.799977
TAP_TAPCELL_ROW_0_56,VPWR,li1,18.6300,13.2930,1.799988
PHY_EDGE_ROW_27_Left_55,VPWR,li1,6.2100,84.3200,1.799990
PHY_EDGE_ROW_26_Left_54,VPWR,li1,6.2100,84.3200,1.799990
PHY_EDGE_ROW_25_Left_53,VPWR,li1,6.2100,78.8800,1.800000
PHY_EDGE_ROW_24_Left_52,VPWR,li1,6.2100,78.8800,1.800000
PHY_EDGE_ROW_23_Left_51,VPWR,li1,6.2100,73.4400,1.800000
PHY_EDGE_ROW_22_Left_50,VPWR,li1,6.2100,73.4400,1.800000
PHY_EDGE_ROW_21_Left_49,VPWR,li1,6.2100,68.0000,1.799990
PHY_EDGE_ROW_20_Left_48,VPWR,li1,6.2100,68.0000,1.799990
PHY_EDGE_ROW_19_Left_47,VPWR,li1,6.2100,62.5600,1.799950
PHY_EDGE_ROW_18_Left_46,VPWR,li1,6.2100,62.5600,1.799950
PHY_EDGE_ROW_17_Left_45,VPWR,li1,6.2100,57.1200,1.799957
PHY_EDGE_ROW_16_Left_44,VPWR,li1,6.2100,57.1200,1.799957
PHY_EDGE_ROW_15_Left_43,VPWR,li1,6.2100,51.6800,1.799859
PHY_EDGE_ROW_14_Left_42,VPWR,li1,6.2100,51.6800,1.799859
PHY_EDGE_ROW_13_Left_41,VPWR,li1,6.2100,46.2400,1.799996
PHY_EDGE_ROW_12_Left_40,VPWR,li1,6.2100,46.2400,1.799996
PHY_EDGE_ROW_11_Left_39,VPWR,li1,6.2100,40.8000,1.799913
PHY_EDGE_ROW_10_Left_38,VPWR,li1,6.2100,40.8000,1.799913
PHY_EDGE_ROW_9_Left_37,VPWR,li1,6.2100,35.3600,1.799972
PHY_EDGE_ROW_8_Left_36,VPWR,li1,6.2100,35.3600,1.799972
PHY_EDGE_ROW_7_Left_35,VPWR,li1,6.2100,29.9200,1.800000
PHY_EDGE_ROW_6_Left_34,VPWR,li1,6.2100,29.9200,1.800000
PHY_EDGE_ROW_5_Left_33,VPWR,li1,6.2100,24.4800,1.800000
PHY_EDGE_ROW_4_Left_32,VPWR,li1,6.2100,24.4800,1.800000
PHY_EDGE_ROW_3_Left_31,VPWR,li1,6.2100,19.0400,1.800000
PHY_EDGE_ROW_2_Left_30,VPWR,li1,6.2100,19.0400,1.800000
PHY_EDGE_ROW_1_Left_29,VPWR,li1,6.2100,13.6000,1.799988
PHY_EDGE_ROW_0_Left_28,VPWR,li1,6.2100,13.6000,1.799988
PHY_EDGE_ROW_27_Right_27,VPWR,li1,93.6100,84.3200,1.799950
PHY_EDGE_ROW_26_Right_26,VPWR,li1,93.6100,84.3200,1.799950
PHY_EDGE_ROW_25_Right_25,VPWR,li1,93.6100,78.8800,1.800000
PHY_EDGE_ROW_24_Right_24,VPWR,li1,93.6100,78.8800,1.800000
PHY_EDGE_ROW_23_Right_23,VPWR,li1,93.6100,73.4400,1.800000
PHY_EDGE_ROW_22_Right_22,VPWR,li1,93.6100,73.4400,1.800000
PHY_EDGE_ROW_21_Right_21,VPWR,li1,93.6100,68.0000,1.799920
PHY_EDGE_ROW_20_Right_20,VPWR,li1,93.6100,68.0000,1.799920
PHY_EDGE_ROW_19_Right_19,VPWR,li1,93.6100,62.5600,1.799884
PHY_EDGE_ROW_18_Right_18,VPWR,li1,93.6100,62.5600,1.799884
PHY_EDGE_ROW_17_Right_17,VPWR,li1,93.6100,57.1200,1.799873
PHY_EDGE_ROW_16_Right_16,VPWR,li1,93.6100,57.1200,1.799873
PHY_EDGE_ROW_15_Right_15,VPWR,li1,93.6100,51.6800,1.799449
PHY_EDGE_ROW_14_Right_14,VPWR,li1,93.6100,51.6800,1.799449
PHY_EDGE_ROW_13_Right_13,VPWR,li1,93.6100,46.2400,1.799991
PHY_EDGE_ROW_12_Right_12,VPWR,li1,93.6100,46.2400,1.799991
PHY_EDGE_ROW_11_Right_11,VPWR,li1,93.6100,40.8000,1.799758
PHY_EDGE_ROW_10_Right_10,VPWR,li1,93.6100,40.8000,1.799758
PHY_EDGE_ROW_9_Right_9,VPWR,li1,93.6100,35.3600,1.799862
PHY_EDGE_ROW_8_Right_8,VPWR,li1,93.6100,35.3600,1.799862
PHY_EDGE_ROW_7_Right_7,VPWR,li1,93.6100,29.9200,1.800000
PHY_EDGE_ROW_6_Right_6,VPWR,li1,93.6100,29.9200,1.800000
PHY_EDGE_ROW_5_Right_5,VPWR,li1,93.6100,24.4800,1.800000
PHY_EDGE_ROW_4_Right_4,VPWR,li1,93.6100,24.4800,1.800000
PHY_EDGE_ROW_3_Right_3,VPWR,li1,93.6100,19.0400,1.800000
PHY_EDGE_ROW_2_Right_2,VPWR,li1,93.6100,19.0400,1.800000
PHY_EDGE_ROW_1_Right_1,VPWR,li1,93.6100,13.6000,1.799966
PHY_EDGE_ROW_0_Right_0,VPWR,li1,93.6100,13.6000,1.799966
_44_,VPWR,li1,65.3200,40.8000,1.799762
_43_,VPWR,li1,69.4600,51.6800,1.799471
_42_,VPWR,li1,62.1000,62.5600,1.799884
_41_,VPWR,li1,42.3200,57.1200,1.799896
_40_,VPWR,li1,26.6800,57.1200,1.799936
_39_,VPWR,li1,26.6800,40.8000,1.799890
_38_,VPWR,li1,36.3400,35.3600,1.799928
_37_,VPWR,li1,53.8200,40.8000,1.799781
_36_,VPWR,li1,62.7900,35.3600,1.799891
_35_,VPWR,li1,60.4900,57.1200,1.799878
_34_,VPWR,li1,56.1200,62.5600,1.799892
_33_,VPWR,li1,53.1300,62.5600,1.799895
_32_,VPWR,li1,37.0300,62.5600,1.799926
_31_,VPWR,li1,35.1900,57.1200,1.799912
_30_,VPWR,li1,32.8900,57.1200,1.799922
_29_,VPWR,li1,32.4300,40.8000,1.799865
_28_,VPWR,li1,35.6500,40.8000,1.799853
_27_,VPWR,li1,38.4100,40.8000,1.799839
_26_,VPWR,li1,40.0200,40.8000,1.799826
_25_,VPWR,li1,47.1500,40.8000,1.799800
_24_,VPWR,li1,65.0900,40.8000,1.799765
_23_,VPWR,li1,59.1100,51.6800,1.799509
_22_,VPWR,li1,54.5100,57.1200,1.799883
_21_,VPWR,li1,54.0500,57.1200,1.799883
_20_,VPWR,li1,37.0300,57.1200,1.799908
_19_,VPWR,li1,42.5500,40.8000,1.799818
_18_,VPWR,li1,42.0900,40.8000,1.799818
